pairID,documentID,segmentID,hitType,source,target,sourceLemmatized,targetLemmatized,jaccardDistance,sureAlignments,possAlignments,sourceHighlights,targetHighlights,answerSureAlignments,answerPossAlignments,answerSourceHighlights,answerTargetHighlights
news-A:1415,news-A:1415,,test,"Peterson 's lawyer , Mark Geragos of Los Angeles , was quick to swipe at the testing procedure .","Peterson 's lawyer , Mark Geragos , of Los Angeles , has contested the DNA evidence , saying it is unreliable .","peterson 's lawyer , mark geragos of los angeles , be quick to swipe at the testing procedure .","peterson 's lawyer , mark geragos , of los angeles , have contest the dna evidence , say it be unreliable .",0.52,18-21 0-0 1-1 2-2 3-3 4-4 5-5 6-7 7-8 8-9 9-10 16-15 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-7 7-8 8-9 9-10 15-13 18-21 ,13-11 13-12 14-11 14-12 16-14 16-15 17-14 17-15 ,{},{}
news-A:206,news-A:206,,test,at least 23 U.S. troops have been killed by hostile fire since Bush declared major combat in Iraq to be over on May 1 .,at least 26 American troops have been killed in hostile fire since major combat was officially declared over on May 1 .,at least 23 u.s. troop have be kill by hostile fire since bush declare major combat in iraq to be over on may 1 .,at least 26 american troop have be kill in hostile fire since major combat be officially declare over on may 1 .,0.33333333333333337,24-21 20-17 21-18 22-19 23-20 4-4 5-5 6-6 7-7 9-9 10-10 11-11 0-0 1-1 14-12 15-13 13-16 3-3 ,{},{},{},0-0 1-1 3-3 4-4 5-5 6-6 7-7 9-9 10-10 11-11 14-12 15-13 20-17 21-18 22-19 23-20 24-21 ,2-2 8-8 13-14 13-16 ,{},{}
news-A:120,news-A:120,,test,"Muslim immigrants have used the networks - which rely on wire transfers , couriers and overnight mail - to send cash to their families overseas .","Muslim immigrants have used the networks - which rely on wire transfers , couriers and overnight mail - to send stashes of cash overseas to their families .","muslim immigrant have use the network - which rely on wire transfer , courier and overnight mail - to send cash to their family overseas .","muslim immigrant have use the network - which rely on wire transfer , courier and overnight mail - to send stash of cash overseas to their family .",0.07692307692307687,25-27 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 21-24 22-25 23-26 24-23 20-22 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 18-18 19-19 20-22 21-24 22-25 23-26 24-23 25-27 ,{},{},{}
news-A:1003,news-A:1003,,test,her knees were swollen for days and she still bears scars there and on her legs and ankles .,Grieson said both of her knees were swollen for days and that she still has scars on her legs from the incident .,her knee be swell for day and she still bear scar there and on her leg and ankle .,grieson say both of her knee be swell for day and that she still have scar on her leg from the incident .,0.48,18-22 0-4 1-5 2-6 3-7 4-8 5-9 6-10 13-16 14-17 15-18 7-12 8-13 10-15 ,{},{},{},0-4 1-5 2-6 3-7 4-8 5-9 6-10 7-12 8-13 9-14 10-15 13-16 14-17 15-18 18-22 ,0-0 ,{},{}
news-A:253,news-A:253,,test,"at community colleges , tuition will jump to $ 2,800 from $ 2,500 .","community college students will see their tuition rise by $ 300 to $ 2,800 or 12 percent .","at community college , tuition will jump to $ 2,800 from $ 2,500 .","community college student will see their tuition rise by $ 300 to $ 2,800 or 12 percent .",0.6363636363636364,13-17 7-11 8-12 9-13 1-0 2-1 6-7 11-9 4-6 ,{},{},{},1-0 4-6 5-3 6-7 7-11 8-12 9-13 13-17 ,2-1 ,{},{}
news-A:500,news-A:500,,test,the WHIMS study found that combination hormone therapy doubled the risk for probable dementia in women 65 and older and did not prevent mild cognitive impairment .,one study found that combination therapy doubled the risk of probable dementia and did not prevent less-severe mental decline .,the whim study find that combination hormone therapy double the risk for probable dementia in woman 65 and old and do not prevent mild cognitive impairment .,one study find that combination therapy double the risk of probable dementia and do not prevent less-severe mental decline .,0.5,26-19 2-1 3-2 4-3 5-4 7-5 8-6 9-7 10-8 19-12 20-13 21-14 22-15 12-10 13-11 ,{},{},{},2-1 3-2 4-3 5-4 7-5 8-6 9-7 10-8 12-10 13-11 19-12 20-13 21-14 22-15 23-16 24-17 25-18 26-19 ,0-0 11-9 ,{},{}
news-A:1212,news-A:1212,,test,Moffitt said the results need to be replicated in another study before testing of individuals for presence of the long or short versions of the gene will be pursued .,Professor Moffitt said the results needed to be replicated before pursuing testing of individuals for the presence of the long or short versions of the gene .,moffitt say the result need to be replicate in another study before test of individual for presence of the long or short version of the gene will be pursue .,professor moffitt say the result need to be replicate before pursue testing of individual for the presence of the long or short version of the gene .,0.2592592592592593,29-26 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 0-1 1-2 2-3 3-4 4-5 5-6 6-7 7-8 13-12 14-13 15-14 28-10 11-9 12-11 ,{},{},{},0-1 1-2 2-3 3-4 5-6 6-7 7-8 11-9 12-11 13-12 14-13 15-14 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 29-26 ,4-5 26-10 27-10 28-10 ,{},{}
news-A:2067,news-A:2067,,test,"that means that if the planet is in a season , it will continue to brighten for the next 20 years .","if what scientists are observing is truly seasonal change , the planet will continue to brighten for another 20 years .","that mean that if the planet be in a season , it will continue to brighten for the next 20 year .","if what scientist be observe be truly seasonal change , the planet will continue to brighten for another 20 year .",0.5185185185185186,21-20 12-12 13-13 14-14 15-15 16-16 19-18 20-19 4-10 5-11 9-7 ,{},{},{},3-0 4-10 5-11 6-5 7-7 7-8 8-7 8-8 9-7 9-8 12-12 13-13 14-14 15-15 16-16 17-17 18-17 19-18 20-19 21-20 ,11-10 11-11 ,{},{}
news-A:1324,news-A:1324,,test,he added that we are '' not going to make progress if we do n't broaden the tent '' .,he added Democrats are not going to make progress if we dont broaden the tent .,he add that we be '' not go to make progress if we do n't broaden the tent '' .,he add democrat be not go to make progress if we dont broaden the tent .,0.30000000000000004,19-15 6-4 7-5 8-6 9-7 10-8 11-9 12-10 15-12 16-13 17-14 0-0 1-1 ,{},{},{},0-0 1-1 4-3 6-4 7-5 8-6 9-7 10-8 11-9 12-10 13-11 14-11 15-12 16-13 17-14 19-15 ,3-2 ,{},{}
news-A:248,news-A:248,,test,it was the biggest protest since hundreds of thousands marched in outrage over the massacre of democracy activists occupying Tiananmen Square in Beijing in 1989 .,Hong Kong has not seen such a protest since hundreds of thousands marched in outrage over the 1989 massacre of democracy activists occupying Beijing 's Tiananmen Square .,it be the big protest since hundred of thousand march in outrage over the massacre of democracy activist occupy tiananmen square in beijing in 1989 .,hong kong have not see such a protest since hundred of thousand march in outrage over the 1989 massacre of democracy activist occupy beijing 's tiananmen square .,0.3666666666666667,25-27 4-7 5-8 6-9 7-10 8-11 9-12 10-13 11-14 12-15 13-16 14-18 15-19 16-20 17-21 18-22 19-25 20-26 22-23 24-17 ,{},{},{},4-7 5-8 6-9 7-10 8-11 9-12 10-13 11-14 12-15 13-16 14-18 15-19 16-20 17-21 18-22 19-25 20-26 22-23 24-17 25-27 ,3-5 21-24 ,{},{}
news-A:1231,news-A:1231,,test,"'' any decision on Charleroi will have huge implications for regional airports in France '' , he said .",'' a bad decision on Charleroi would have huge implications for state-owned regional airports in France .,"'' any decision on charleroi will have huge implication for regional airport in france '' , he say .",'' a bad decision on charleroi would have huge implication for state-owned regional airport in france .,0.40909090909090906,18-16 6-7 7-8 8-9 9-10 10-12 11-13 12-14 13-15 2-3 3-4 4-5 0-0 ,{},{},{},0-0 2-3 3-4 4-5 5-6 6-7 7-8 8-9 9-10 10-12 11-13 12-14 13-15 18-16 ,1-1 ,{},{}
news-A:137,news-A:137,,test,shares of Microsoft rose 50 cents Friday to close at $ 28.34 a share on the Nasdaq Stock Market .,"Microsoft 's stock was up 50 cents , to $ 28.34 a share in New York yesterday .",share of microsoft rise 50 cent friday to close at $ 28.34 a share on the nasdaq stock market .,"microsoft 's stock be up 50 cent , to $ 28.34 a share in new york yesterday .",0.6296296296296297,19-17 10-9 11-10 12-11 13-12 4-5 5-6 2-0 0-2 6-16 ,{},{},{},0-2 1-1 2-0 3-3 3-4 4-5 5-6 6-16 7-8 10-9 11-10 12-11 13-12 16-14 16-15 17-14 17-15 18-14 18-15 19-17 ,14-13 ,{},{}
news-A:133,news-A:133,,test,last month Intel raised its revenue guidance for the quarter to between $ 7.6 billion and $ 7.8 billion .,"at the end of the second quarter , Intel initially predicted sales of between $ 6.9 billion and $ 7.5 billion .",last month intel raise it revenue guidance for the quarter to between $ 7.6 billion and $ 7.8 billion .,"at the end of the second quarter , intel initially predict sale of between $ 6.9 billion and $ 7.5 billion .",0.7142857142857143,19-21 14-16 15-17 16-18 11-13 12-14 18-20 9-6 8-4 2-8 ,{},{},{},0-2 0-3 0-4 0-5 0-6 1-2 1-3 1-4 1-5 1-6 2-8 9-6 11-13 12-14 14-16 15-17 16-18 18-20 19-21 ,3-10 3-11 4-8 5-10 5-11 6-10 6-11 13-15 17-19 ,{},{}
news-A:56,news-A:56,,test,"Elena Slough , considered to be the nation 's oldest person and the third oldest person in the world , died early Sunday morning .","Elena Slough , considered to be the oldest person in the US and the third oldest person in the world , has died .","elena slough , consider to be the nation 's old person and the third old person in the world , die early sunday morning .","elena slough , consider to be the old person in the u and the third old person in the world , have die .",0.31818181818181823,24-23 11-12 12-13 13-14 14-15 15-16 16-17 17-18 18-19 19-20 0-0 1-1 2-2 3-3 4-4 5-5 6-6 9-7 10-8 20-22 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-11 8-9 8-10 9-7 10-8 11-12 12-13 13-14 14-15 15-16 16-17 17-18 18-19 19-20 20-21 20-22 24-23 ,{},{},{}
news-A:2527,news-A:2527,,test,it recommended that consideration be given to making the job of CIA director a career post instead of a political appointment .,"it suggests that Congress consider making the CIA director a professional position , rather than a political appointment .",it recommend that consideration be give to make the job of cia director a career post instead of a political appointment .,"it suggest that congress consider make the cia director a professional position , rather than a political appointment .",0.6428571428571428,21-18 18-15 19-16 20-17 11-7 12-8 13-9 7-5 8-6 1-1 0-0 15-11 14-10 16-13 3-4 2-2 ,{},{},{},0-0 2-2 3-4 4-4 5-4 7-5 8-6 11-7 12-8 13-9 14-10 15-11 16-13 16-14 17-13 17-14 18-15 19-16 20-17 21-18 ,1-1 ,{},{}
news-A:1052,news-A:1052,,test,"he said it was a mistake , and he reimbursed the party nearly $ 2,000 .","the governor said the use of the credit card was a mistake , and has since reimbursed the party for the expense .","he say it be a mistake , and he reimburse the party nearly $ 2,000 .","the governor say the use of the credit card be a mistake , and have since reimburse the party for the expense .",0.5833333333333333,15-22 3-9 4-10 5-11 6-12 7-13 9-16 10-17 11-18 1-2 ,{},{},{},1-2 3-9 4-10 5-11 6-12 7-13 9-14 9-16 10-17 11-18 15-22 ,0-1 2-3 2-4 2-5 2-6 2-7 2-8 12-21 13-21 14-21 ,{},{}
news-A:581,news-A:581,,test,the AP quotes a local policeman as saying the British troops were targeted by townspeople angry over civilian deaths during a demonstration yesterday in the town of Majar Al-Kabir .,Associated Press quotes a local policeman as saying that the British troops were targeted by townspeople angry over civilian deaths during an earlier demonstration in the town of Majar al-Kabir .,the ap quote a local policeman a say the british troop be target by townspeople angry over civilian death during a demonstration yesterday in the town of majar al-kabir .,associated press quote a local policeman a say that the british troop be target by townspeople angry over civilian death during an early demonstration in the town of majar al-kabir .,0.22580645161290325,29-30 8-9 9-10 10-11 11-12 12-13 13-14 14-15 15-16 16-17 17-18 18-19 19-20 23-24 24-25 25-26 26-27 27-28 28-29 2-2 3-3 4-4 5-5 6-6 7-7 21-23 20-21 ,{},{},{},1-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-9 9-10 10-11 11-12 12-13 13-14 14-15 15-16 16-17 17-18 18-19 19-20 20-21 21-23 23-24 24-25 25-26 26-27 27-28 28-29 29-30 ,22-22 ,{},{}
news-A:58,news-A:58,,test,"El Watan , an Algerian newspaper , reported that the kidnappers fiercely resisted the army assault this morning , firing Kalashnikov rifles .","El Watan , an Algerian newspaper , reported that the kidnappers put up fierce resistance during the army assault , firing Kalashnikov rifles .","el watan , an algerian newspaper , report that the kidnapper fiercely resist the army assault this morning , fire kalashnikov rifle .","el watan , an algerian newspaper , report that the kidnapper put up fierce resistance during the army assault , fire kalashnikov rifle .",0.36,22-23 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 18-19 19-20 20-21 21-22 13-16 14-17 15-18 11-13 12-14 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 12-11 12-12 12-14 13-16 14-17 15-18 18-19 19-20 20-21 21-22 22-23 ,11-13 ,{},{}
news-A:490,news-A:490,,test,Motorola had scheduled its earnings report to be released today after the close of trading .,"the Schaumburg , Ill.-based company had scheduled its earnings report to be released on Tuesday after the close of trading .",motorola have schedule it earnings report to be release today after the close of trading .,"the schaumburg , ill.-based company have schedule it earnings report to be release on tuesday after the close of trading .",0.36363636363636365,15-20 1-5 2-6 3-7 4-8 5-9 6-10 7-11 8-12 10-15 11-16 12-17 13-18 14-19 9-14 ,{},{},{},0-1 0-2 0-3 0-4 1-5 2-6 3-7 4-8 5-9 6-10 7-11 8-12 9-14 10-15 11-16 12-17 13-18 14-19 15-20 ,{},{},{}
news-A:1054,news-A:1054,,test,respondents who rated current business conditions as '' bad '' increased to 30.4 % from 28.1 % in June .,"'' those rating present business conditions as ` bad ' increased to 30.4 per cent from 28.1 per cent '' , the report said .",respondent who rat current business condition a '' bad '' increase to 30.4 % from 28.1 % in june .,"'' those rating present business condition a ` bad ' increase to 30.4 per cent from 28.1 per cent '' , the report say .",0.6206896551724138,19-24 4-4 5-5 6-6 10-10 11-11 12-12 14-15 15-16 8-8 3-3 13-14 16-18 7-0 9-19 ,{},{},{},3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 13-14 14-15 15-16 16-17 16-18 19-24 ,0-1 2-2 ,{},{}
news-A:1470,news-A:1470,,test,"in terms of a free trade area , we 've got a long , long way to go and the Pakistanis understand that .","as for a free trade area , the official stressed that weve got a long , long way to go , and the Pakistanis understand that .","in term of a free trade area , we 've get a long , long way to go and the pakistani understand that .","a for a free trade area , the official stress that weve get a long , long way to go , and the pakistani understand that .",0.36,23-26 10-12 11-13 12-14 13-15 14-16 15-17 16-18 17-19 18-21 19-22 20-23 21-24 22-25 3-2 4-3 5-4 6-5 7-6 ,{},{},{},0-0 0-1 1-0 1-1 2-0 2-1 3-2 4-3 5-4 6-5 7-6 8-11 9-11 10-12 11-13 12-14 13-15 14-16 15-17 16-18 17-19 18-21 19-22 20-23 21-24 22-25 23-26 ,{},{},{}
news-A:2192,news-A:2192,,test,the dollar was also helped by concerns about possible yen-selling intervention by Japanese authorities .,the dollar was helped on Friday by talk of yen-selling intervention by Japanese authorities on Thursday and Friday .,the dollar be also help by concern about possible yen-selling intervention by japanese authority .,the dollar be help on friday by talk of yen-selling intervention by japanese authority on thursday and friday .,0.5,14-18 9-9 10-10 11-11 12-12 13-13 0-0 1-1 2-2 4-3 5-6 ,{},{},{},0-0 1-1 2-2 4-3 5-6 9-9 10-10 11-11 12-12 13-13 14-18 ,6-7 7-8 ,{},{}
news-A:747,news-A:747,,test,he took batting practice on the field for the second time Tuesday since his opening-day injury .,"Jeter , who dislocated his left shoulder in a collision March 31 , took batting practice on the field for the first time Monday .",he take bat practice on the field for the second time tuesday since his opening-day injury .,"jeter , who dislocate his left shoulder in a collision march 31 , take batting practice on the field for the first time monday .",0.7,16-24 3-15 4-16 5-17 6-18 7-19 8-20 1-13 10-22 11-23 2-14 ,{},{},{},1-13 2-14 3-15 4-16 5-17 6-18 7-19 8-20 9-21 10-22 13-4 14-10 14-11 16-24 ,0-0 11-23 ,{},{}
news-A:277,news-A:277,,test,"'' the Princess ' marriage was not set up by force '' , said Vasile Ionescu , of the Roma Centre for public policies .","Vasile Ionescu , of the Roma Centre for public policies , said : '' the princess 's marriage was not set up by force .","'' the princess ' marriage be not set up by force '' , say vasile ionescu , of the rom centre for public policy .","vasile ionescu , of the rom centre for public policy , say : '' the princess 's marriage be not set up by force .",0.125,24-24 14-0 15-1 16-2 17-3 18-4 19-5 20-6 21-7 22-8 23-9 4-17 5-18 6-19 7-20 8-21 9-22 10-23 0-13 1-14 2-15 12-10 13-11 ,{},{},{},0-13 1-14 2-15 3-16 4-17 5-18 6-19 7-20 8-21 9-22 10-23 13-11 14-0 15-1 16-2 17-3 18-4 19-5 20-6 21-7 22-8 23-9 24-24 ,{},{},{}
news-A:601,news-A:601,,test,"shares of Mony were gaining $ 2.57 , or 9 % , to $ 31.90 in after-hours trading on Instinet .",Mony shares rose 8.76 per cent to $ 31.90 in after-hours trading in New York .,"share of mony be gain $ 2.57 , or 9 % , to $ 31.90 in after-hours trading on instinet .",mony share rise 8.76 per cent to $ 31.90 in after-hours trading in new york .,0.64,20-15 12-6 13-7 14-8 15-9 16-10 17-11 0-1 2-0 10-5 ,{},{},{},0-1 2-0 3-2 4-2 12-6 13-7 14-8 15-9 16-10 17-11 19-13 19-14 20-15 ,9-3 9-4 9-5 10-3 10-4 10-5 18-12 ,{},{}
news-A:2090,news-A:2090,,test,"in the total external disk storage system market , revenue increased 1.5 percent year over year in the third quarter , to $ 3.2 billion .","in the total external disk storage system market , McArthur said revenue increased 1.5 percent year-over-year in Q3 to $ 3.2 billion .","in the total external disk storage system market , revenue increase 1.5 percent year over year in the third quarter , to $ 3.2 billion .","in the total external disk storage system market , mcarthur say revenue increase 1.5 percent year-over-year in q3 to $ 3.2 billion .",0.3076923076923077,25-22 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 21-18 22-19 23-20 24-21 9-11 10-12 11-13 12-14 13-15 14-15 15-15 16-16 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-11 10-12 11-13 12-14 13-15 14-15 15-15 16-16 18-17 19-17 21-18 22-19 23-20 24-21 25-22 ,{},{},{}
news-A:1615,news-A:1615,,test,"'' Frank Quattrone is innocent '' , Keker said in a statement .",Quattrone lawyer John W. Keker said his client is innocent .,"'' frank quattrone be innocent '' , keker say in a statement .",quattrone lawyer john w. keker say his client be innocent .,0.6470588235294117,12-10 7-4 8-5 3-8 4-9 7-2 7-3 2-0 ,{},{},{},1-0 2-0 3-8 4-9 7-2 7-3 7-4 8-5 12-10 ,1-7 2-7 7-6 ,{},{}
news-A:1569,news-A:1569,,test,"but Virgin wants to operate Concorde on routes to New York , Barbados and Dubai .","Branson said that his preference would be to operate a fully commercial service on routes to New York , Barbados and Dubai .","but virgin want to operate concorde on route to new york , barbados and dubai .","branson say that his preference would be to operate a fully commercial service on route to new york , barbados and dubai .",0.5769230769230769,15-22 6-13 7-14 8-15 9-16 10-17 11-18 12-19 13-20 14-21 3-7 4-8 ,{},{},{},2-4 2-5 2-6 3-7 4-8 6-13 7-14 8-15 9-16 10-17 11-18 12-19 13-20 14-21 15-22 ,1-0 1-3 ,{},{}
news-A:1527,news-A:1527,,test,"under the plan being announced Wednesday in Washington , GM will provide Dow manufacturing plants with trucks containing fuel cell conversion equipment .","under the plan , which GM and Dow were to announce Wednesday in Washington , GM will provide Dow manufacturing plants with trucks containing fuel cell conversion equipment .","under the plan be announce wednesday in washington , gm will provide dow manufacturing plant with truck contain fuel cell conversion equipment .","under the plan , which gm and dow be to announce wednesday in washington , gm will provide dow manufacturing plant with truck contain fuel cell conversion equipment .",0.11538461538461542,22-28 4-10 5-11 6-12 7-13 8-14 9-15 10-16 11-17 12-18 13-19 14-20 15-21 16-22 17-23 18-24 19-25 20-26 21-27 0-0 1-1 2-2 3-8 ,{},{},{},0-0 1-1 2-2 5-11 6-12 7-13 8-14 9-15 10-16 11-17 12-18 13-19 14-20 15-21 16-22 17-23 18-24 19-25 20-26 21-27 22-28 ,3-10 4-10 ,{},{}
news-A:461,news-A:461,,test,"Peterson , 31 , is now charged with murder in the deaths of his 27-year-old wife and their unborn son .","Peterson , 31 , is charged with two counts of first-degree murder in the slayings of his wife , Laci , and their unborn son , Conner .","peterson , 31 , be now charge with murder in the death of his 27-year-old wife and their unborn son .","peterson , 31 , be charge with two count of first-degree murder in the slaying of his wife , laci , and their unborn son , conner .",0.34615384615384615,20-27 0-0 1-1 2-2 3-3 4-4 16-21 17-22 18-23 19-24 8-11 9-12 10-13 6-5 7-6 12-15 13-16 15-17 ,{},{},{},0-0 1-1 2-2 3-3 4-4 6-5 7-6 8-11 9-12 10-13 11-14 12-15 13-16 15-17 16-21 17-22 18-23 19-24 20-27 ,{},{},{}
news-A:1373,news-A:1373,,test,"Mohcine Douali , who lives in the centre of Algiers , said : '' it was a great shock .","'' it was a great shock '' , said Mohcine Douali , who lives in central Algiers .","mohcine douali , who live in the centre of algiers , say : '' it be a great shock .","'' it be a great shock '' , say mohcine douali , who live in central algiers .",0.25,19-17 13-0 14-1 15-2 16-3 17-4 18-5 0-9 1-10 2-11 3-12 4-13 5-14 10-7 11-8 7-15 9-16 ,{},{},{},0-9 1-10 2-11 3-12 4-13 5-14 9-16 11-8 13-0 14-1 15-2 16-3 17-4 18-5 19-17 ,7-15 ,{},{}
news-A:692,news-A:692,,test,"in his new position , Dynes will earn $ 395,000 , a significant increase over Atkinson 's salary of $ 361,400 .","Dynes will be paid $ 395,000 a year ; Atkinson 's salary is $ 361,400 .","in his new position , dyne will earn $ 395,000 , a significant increase over atkinson 's salary of $ 361,400 .","dyne will be pay $ 395,000 a year ; atkinson 's salary be $ 361,400 .",0.5833333333333333,21-15 15-9 16-10 17-11 19-13 20-14 5-0 6-1 8-4 9-5 ,{},{},{},5-0 6-1 7-2 7-3 8-4 9-5 10-8 15-9 16-10 17-11 19-13 20-14 21-15 ,{},{},{}
news-A:1330,news-A:1330,,test,"the skull is then punctured , the brain suctioned out , and that causes the skull to collapse so it can be removed from the birth canal .","the skull is then punctured and the brain suctioned out , causing the skull to collapse and easing passage through the birth canal .","the skull be then puncture , the brain suction out , and that cause the skull to collapse so it can be remove from the birth canal .","the skull be then puncture and the brain suction out , cause the skull to collapse and easing passage through the birth canal .",0.36,27-23 0-0 1-1 2-2 3-3 4-4 6-6 7-7 8-8 9-9 10-10 13-11 14-12 15-13 16-14 17-15 24-20 25-21 26-22 ,{},{},{},0-0 1-1 2-2 3-3 4-4 6-6 7-7 8-8 9-9 10-10 13-11 14-12 15-13 16-14 17-15 24-20 25-21 26-22 27-23 ,5-5 20-17 20-18 20-19 21-17 21-18 21-19 22-17 22-18 22-19 23-17 23-18 23-19 ,{},{}
news-A:554,news-A:554,,test,"University of Michigan president Mary Sue Coleman said in a statement on the university 's web site '' , our fundamental values have n't changed .","'' our fundamental values have n't changed '' , Mary Sue Coleman , president of the university , said in a statement in Ann Arbor .","university of michigan president mary sue coleman say in a statement on the university 's web site '' , our fundamental value have n't change .","'' our fundamental value have n't change '' , mary sue coleman , president of the university , say in a statement in ann arbor .",0.2592592592592593,25-25 19-1 20-2 21-3 22-4 23-5 24-6 7-18 8-19 9-20 10-21 4-9 5-10 6-11 12-15 13-16 17-7 18-8 3-13 ,{},{},{},0-16 3-13 4-9 5-10 6-11 7-18 8-19 9-20 10-21 12-15 18-0 19-1 20-2 21-3 22-4 23-5 24-6 25-25 ,13-16 ,{},{}
news-A:376,news-A:376,,test,"Westfield , which owns Galleria in Morley , also will continue discussions about the other co-owned centres such as Knox City in Melbourne , half-owned by Deutsche Bank .","Westfield also will continue discussions over the other co-owned centres , such as Knox City in Melbourne , where Deutsche Bank owns a 50 per cent stake .","westfield , which own galleria in morley , also will continue discussion about the other co-owned centre such a knox city in melbourne , half-owned by deutsche bank .","westfield also will continue discussion over the other co-owned centre , such a knox city in melbourne , where deutsche bank own a 50 per cent stake .",0.375,28-27 17-11 18-12 19-13 20-14 21-15 22-16 23-17 8-1 9-2 10-3 11-4 13-6 14-7 15-8 16-9 26-19 27-20 0-0 ,{},{},{},0-0 8-1 9-2 10-3 11-4 12-5 13-6 14-7 15-8 16-9 17-11 18-12 19-13 20-14 21-15 22-16 23-17 26-19 27-20 28-27 ,24-21 24-22 24-23 24-24 24-25 24-26 ,{},{}
news-A:2334,news-A:2334,,test,Hong Kong-based Phoenix TV quoted unnamed experts as saying launch will be between Oct. 10 and 17 and will carry two men .,the web site of Hong Kong-based Phoenix TV quoted unnamed experts as saying it would happen between Oct. 10 and 17 and carry two men .,hong kong-based phoenix tv quote unnamed expert a say launch will be between oct. 10 and 17 and will carry two men .,the web site of hong kong-based phoenix tv quote unnamed expert a say it would happen between oct. 10 and 17 and carry two men .,0.3571428571428571,22-25 0-4 1-5 2-6 3-7 4-8 5-9 6-10 7-11 8-12 12-16 13-17 14-18 15-19 16-20 17-21 19-22 20-23 21-24 ,{},{},{},0-4 1-5 2-6 3-7 4-8 5-9 6-10 7-11 8-12 10-14 10-15 11-14 11-15 12-16 13-17 14-18 15-19 16-20 17-21 18-22 19-22 20-23 21-24 22-25 ,9-13 ,{},{}
news-A:1724,news-A:1724,,test,Peterson is charged with two counts of murder in the deaths of his wife and unborn son .,"Peterson , 30 , is awaiting trial on two counts of murder for the deaths of his wife , Laci , and their unborn son .",peterson be charge with two count of murder in the death of his wife and unborn son .,"peterson , 30 , be await trial on two count of murder for the death of his wife , laci , and their unborn son .",0.43999999999999995,17-25 9-13 10-14 11-15 12-16 13-17 4-8 5-9 6-10 7-11 15-23 16-24 0-0 14-21 ,{},{},{},0-0 1-4 1-5 1-6 2-4 2-5 2-6 4-8 5-9 6-10 7-11 8-12 9-13 10-14 11-15 12-16 13-17 14-21 15-23 16-24 17-25 ,3-7 ,{},{}
news-A:498,news-A:498,,test,"the opposition leader , Simon Crean , said John Howard had been forced to make changes by the incompetence of his ministers .","the leader of the opposition , Simon Crean , said from Jakarta that the reshuffle had been forced by ministerial incompetence .","the opposition leader , simon crean , say john howard have be force to make change by the incompetence of his minister .","the leader of the opposition , simon crean , say from jakarta that the reshuffle have be force by ministerial incompetence .",0.46153846153846156,22-21 3-5 4-6 5-7 6-8 7-9 10-15 11-16 12-17 0-3 1-4 2-1 18-20 21-19 16-18 ,{},{},{},0-0 1-4 2-1 3-5 4-6 5-7 6-8 7-9 10-15 11-16 12-17 16-18 18-20 19-19 21-19 22-21 ,14-14 15-14 ,{},{}
news-A:2429,news-A:2429,,test,"where long-lines used to catch 10 fish per 100 hooks in past decades , they are now lucky to catch one , the study found .","'' whereas long lines used to catch 10 fish per 100 hooks , now they are lucky to catch one '' , Myers said .","where long-lines use to catch 10 fish per 100 hook in past decade , they be now lucky to catch one , the study find .","'' whereas long line use to catch 10 fish per 100 hook , now they be lucky to catch one '' , myers say .",0.48275862068965514,25-24 2-4 3-5 4-6 5-7 6-8 7-9 8-10 9-11 17-16 18-17 19-18 20-19 14-14 15-15 1-2 ,{},{},{},0-1 1-2 1-3 2-4 3-5 4-6 5-7 6-8 7-9 8-10 9-11 14-14 15-15 16-13 17-16 18-17 19-18 20-19 21-20 25-24 ,{},{},{}
