HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.pairID,Input.documentID,Input.segmentID,Input.hitType,Input.source,Input.target,Input.sourceLemmatized,Input.targetLemmatized,Input.jaccardDistance,Input.lengthDifference,Input.sureAlignments,Input.possAlignments,Input.sourceHighlights,Input.targetHighlights,Input.answerSureAlignments,Input.answerPossAlignments,Input.answerSourceHighlights,Input.answerTargetHighlights,Answer.activeTime,Answer.comment,Answer.endTime,Answer.possAlignments,Answer.sourceHighlights,Answer.startTime,Answer.submit,Answer.sureAlignments,Answer.targetHighlights,Approve,Reject
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:3446,,,test,"without comment , the court declined to hear suspended Alabama Chief Justice Roy Moore 's appeals .",the defeat for suspended Alabama chief Justice Roy Moore was expected .,"without comment , the court decline to hear suspended alabama chief justice roy moore 's appeal .",the defeat for suspended alabama chief justice roy moore be expect .,0.6190476190476191,5,,,,,8-3 9-4 10-5 11-6 12-7 13-8 16-11 ,5-1 15-1 ,,,,,,4-1 4-2 5-1 5-2 6-1 6-2 7-1 7-2 14-1 14-2 15-1 15-2 ,,,,8-3 9-4 10-5 11-6 12-7 13-8 16-11 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:3766,,,test,"'' we think it 's great news '' , Enron spokesman Eric Thode said .",Enron spokesman Eric Thode declined to comment on the mediation order .,"'' we think it 's great news '' , enron spokesman eric thode say .",enron spokesman eric thode decline to comment on the mediation order .,0.7619047619047619,3,,,,,9-0 10-1 11-2 12-3 14-11 ,{},,,,,,{},,,,9-0 10-1 11-2 12-3 14-11 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:3622,,,test,"fatalities in rollover crashes accounted for 82 percent of the increase in 2002 , NHTSA said .",alcohol-related fatalities accounted for 41 percent of the total number of deaths .,"fatality in rollover crash account for 82 percent of the increase in 2002 , nhtsa say .",alcohol-related fatality account for 41 percent of the total number of death .,0.6666666666666667,4,,,,,0-1 4-2 5-3 7-5 8-6 9-7 16-12 ,{},,,,,,6-4 ,,,,0-1 4-2 5-3 7-5 8-6 9-7 16-12 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:3929,,,test,the series will be known as the NASCAR Nextel Cup .,before that the division was known as the NASCAR Grand National Series .,the series will be know a the nascar nextel cup .,before that the division be know a the nascar grand national series .,0.5333333333333333,2,,,,,0-2 1-3 5-6 6-7 7-8 10-12 ,1-11 2-4 2-5 3-4 3-5 4-4 4-5 ,,,,,,1-3 2-4 2-5 3-4 3-5 4-4 4-5 ,,,,0-2 1-11 5-6 6-7 7-8 10-12 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:3613,,,test,"SP2 is basically about security enhancements to Windows , such as the improved Internet Connection Firewall -LRB- ICF -RRB- .",the firewall in the current Windows XP was known as the Internet Connection Firewall -LRB- ICF -RRB- .,"sp2 be basically about security enhancement to window , such a the improved internet connection firewall -lrb- icf -rrb- .",the firewall in the current window xp be know a the internet connection firewall -lrb- icf -rrb- .,0.5416666666666667,2,,,,,7-5 10-9 11-10 13-11 14-12 15-13 16-14 17-15 18-16 19-17 ,15-1 ,,,,,,{},,,,7-5 10-9 11-10 13-11 14-12 15-13 16-14 17-15 18-16 19-17 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:4012,,,test,a judge stayed an injunction against RIM that would have prevented it from selling the BlackBerry device and services in the United States .,NTP also said it would seek an injunction preventing RIM from selling the BlackBerry in the United States .,a judge stay an injunction against rim that would have prevent it from sell the blackberry device and service in the united state .,ntp also say it would seek an injunction prevent rim from sell the blackberry in the united state .,0.4814814814814815,5,,,,,3-6 4-7 6-9 12-10 13-11 14-12 15-13 19-14 20-15 21-16 22-17 23-18 ,8-8 9-8 10-8 11-9 ,,,,,,7-8 8-8 9-8 10-8 11-9 ,,,,3-6 4-7 6-9 12-10 13-11 14-12 15-13 16-13 17-13 18-13 19-14 20-15 21-16 22-17 23-18 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:3332,,,test,"it also named Robert Willumstad chief operating officer , also to take effect by Jan. 1 , 2004 .","Robert B. Willumstad , 57 , Citigroup 's president , was named chief operating officer .","it also name robert willumstad chief operate officer , also to take effect by jan. 1 , 2004 .","robert b. willumstad , 57 , citigroup 's president , be name chief operate officer .",0.6521739130434783,3,,,,,3-0 3-1 3-2 4-0 4-1 4-2 5-12 6-13 7-14 18-15 ,2-10 2-11 ,,,,,,2-10 2-11 ,,,,3-0 3-1 3-2 4-0 4-1 4-2 5-12 6-13 7-14 18-15 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:3681,,,test,"that compares to a net loss of $ 6.6 million , or 47 cents per share , on revenue of $ 15.5 million in 2002 's second fiscal quarter .","in the first quarter , SCO had reported a net loss of $ 724,000 , or 6 cents per diluted share , on revenue of $ 13.5 million .","that compare to a net loss of $ 6.6 million , or 47 cent per share , on revenue of $ 15.5 million in 2002 's second fiscal quarter .","in the first quarter , sco have report a net loss of $ 724,000 , or 6 cent per dilute share , on revenue of $ 13.5 million .",0.5428571428571429,1,,,,,3-8 4-9 5-10 6-11 7-12 10-14 11-15 13-17 14-18 15-20 16-21 17-22 18-23 19-24 20-25 22-27 28-3 29-28 ,8-13 9-13 12-16 21-26 ,,,,,,{},,,,3-8 4-9 5-10 6-11 7-12 10-14 11-15 13-17 14-18 15-20 16-21 17-22 18-23 19-24 20-25 22-27 23-0 28-3 29-28 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:4002,,,test,"the three chains have replaced most of the 70,000 striking workers with temporary employees to keep their stores open .","the supermarket chains have used managers and replacement workers to keep their stores open , often at reduced hours .","the three chain have replace most of the 70,000 striking worker with temporary employee to keep their store open .","the supermarket chain have use manager and replacement worker to keep their store open , often at reduced hour .",0.6551724137931034,0,,,,,0-0 2-2 14-9 15-10 16-11 17-12 18-13 19-19 ,3-3 3-4 3-7 3-8 4-3 4-4 4-7 4-8 10-3 10-4 10-7 10-8 11-3 11-4 11-7 11-8 12-3 12-4 12-7 12-8 13-3 13-4 13-7 13-8 ,,,,,,12-7 ,,,,0-0 2-2 3-3 3-4 4-3 4-4 11-3 11-4 13-8 14-9 15-10 16-11 17-12 18-13 19-19 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:3666,,,test,"'' that obligation to pay rent continues unabated notwithstanding the heinous attacks of Sept. 11 and the destruction of 1 World Trade Center '' , the suit says .","'' that obligation to pay rent continues unabated notwithstanding the heinous attacks of 11 September '' , the suit says .","'' that obligation to pay rent continue unabated notwithstanding the heinous attack of sept. 11 and the destruction of 1 world trade center '' , the suit say .","'' that obligation to pay rent continue unabated notwithstanding the heinous attack of 11 september '' , the suit say .",0.3076923076923077,8,,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-14 14-13 23-15 24-16 25-17 26-18 27-19 28-20 ,{},,,,,,{},,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-14 14-13 23-15 24-16 25-17 26-18 27-19 28-20 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:3923,,,test,"their ancestors are coming home at last -- the healing can finally begin '' , delegation leader Bob Weatherall told Reuters by telephone after the ceremony .","the anguish will begin to end and the healing will commence '' , delegation leader Bob Weatherall told Reuters by telephone .","their ancestor be come home at last -- the healing can finally begin '' , delegation leader bob weatherall tell reuters by telephone after the ceremony .","the anguish will begin to end and the healing will commence '' , delegation leader bob weatherall tell reuters by telephone .",0.5625,5,,,,,8-7 9-8 10-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 19-17 20-18 21-19 22-20 26-21 ,{},,,,,,10-9 10-10 12-9 12-10 ,,,,8-7 9-8 13-11 14-12 15-13 16-14 17-15 18-16 19-17 20-18 21-19 22-20 26-21 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:3764,,,test,Chairman Michael Powell and FCC colleagues at the Wednesday hearing .,FCC chief Michael Powell presides over hearing Monday .,chairman michael powell and fcc colleague at the wednesday hearing .,fcc chief michael powell presides over hear monday .,0.75,2,,,,,1-2 2-3 4-0 9-6 10-8 ,0-1 0-4 0-5 8-7 ,,,,,,6-5 ,,,,0-1 1-2 2-3 4-0 9-6 10-8 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:3247,,,test,the service also features a '' self-healing '' option that can provide continuous access to critical applications .,"it also offers a '' self-healing '' option so businesses have continuous access to critical servers , data and applications .",the service also feature a '' self-healing '' option that can provide continuous access to critical application .,"it also offer a '' self-healing '' option so business have continuous access to critical server , data and application .",0.5769230769230769,3,,,,,2-1 3-2 4-3 5-4 6-5 7-6 8-7 12-11 13-12 14-13 15-14 16-19 17-20 ,1-0 9-8 11-10 ,,,,,,1-0 9-8 9-9 9-10 10-8 10-9 10-10 11-8 11-9 11-10 ,,,,2-1 3-2 4-3 5-4 6-5 7-6 8-7 12-11 13-12 14-13 15-14 16-19 17-20 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:3550,,,test,"making jokes about a mistake like that , that 's not something good people do .","'' they feel so happy making jokes about a mistake like that '' , Sosa said .","make joke about a mistake like that , that 's not something good people do .","'' they feel so happy make joke about a mistake like that '' , sosa say .",0.5909090909090908,1,,,,,0-5 1-6 2-7 3-8 4-9 5-10 6-11 7-13 15-16 ,{},,,,,,{},,,,0-5 1-6 2-7 3-8 4-9 5-10 6-11 7-12 15-16 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:3956,,,test,"Ross Garber , Rowland 's lawyer , said Tuesday he would attend the meeting and would ask to speak on the issue .","Ross Garber , Rowland 's legal counsel , said the governor would have no comment on the condo deal .","ross garber , rowland 's lawyer , say tuesday he would attend the meeting and would ask to speak on the issue .","ross garber , rowland 's legal counsel , say the governor would have no comment on the condo deal .",0.6428571428571428,3,,,,,0-0 1-1 2-2 3-3 4-4 5-5 5-6 6-7 7-8 15-11 18-12 18-14 19-15 20-16 22-19 ,21-17 21-18 ,,,,,,9-10 ,,,,0-0 1-1 2-2 3-3 4-4 5-5 5-6 6-7 7-8 10-11 18-14 19-15 20-16 21-18 22-19 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:2915,,,test,"Swedish telecom equipment maker Ericsson -LRB- nasdaq : QCOM - news - people -RRB- scrambled up $ 2.19 , or almost 12 percent , to $ 20.59 .","Telecom equipment maker Lucent technologies Inc. -lrb- nyse : QCOM - news - people -rrb- rallied 43 cents , or 12.3 percent , to $ 3.95 .","swedish telecom equipment maker ericsson -lrb- nasdaq : qcom - news - people -rrb- scramble up $ 2.19 , or almost 12 percent , to $ 20.59 .","telecom equipment maker lucent technology inc. -lrb- nyse : qcom - news - people -rrb- rally 43 cent , or 12.3 percent , to $ 3.95 .",0.5294117647058824,1,,,,,1-0 2-1 3-2 5-6 7-8 8-9 9-10 10-11 11-12 12-13 13-14 14-15 15-15 18-18 19-19 22-21 23-22 24-23 25-24 27-26 ,4-3 4-4 4-5 6-7 16-16 16-17 17-16 17-17 21-20 26-25 ,,,,,,{},,,,1-0 2-1 3-2 5-6 6-7 7-8 8-9 9-10 10-11 11-12 12-13 13-14 14-15 15-15 18-18 19-19 22-21 23-22 24-23 25-24 27-26 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:3710,,,test,"'' Tony 's not feeling well '' , Spurs coach Gregg Popovich said .","we 're thrilled to be up 3-2 '' , Coach Gregg Popovich said Wednesday .","'' tony 's not feel well '' , spur coach gregg popovich say .","we 're thrill to be up 3-2 '' , coach gregg popovich say wednesday .",0.6666666666666667,1,,,,,7-8 9-9 10-10 11-11 12-12 13-14 ,{},,,,,,{},,,,9-9 10-10 11-11 12-12 13-14 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:3075,,,test,"appeals had kept him on death row longer than anyone else in the U.S. , AP said .",Isaacs had been on death row longer than anyone in the nation .,"appeal have keep him on death row long than anyone else in the u.s. , ap say .",isaac have be on death row long than anyone in the nation .,0.5238095238095238,5,,,,,4-3 5-4 6-5 7-6 8-7 9-8 11-9 12-10 13-11 17-12 ,1-1 1-2 2-1 2-2 3-0 ,,,,,,1-1 1-2 2-1 2-2 3-0 13-11 ,,,,4-3 5-4 6-5 7-6 8-7 9-8 10-8 11-9 12-10 17-12 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:3087,,,test,"but Adora Obi Nweze , the NAACP state president , said the state only tried to prove its conclusion of suicide , rather than consider the possibility of murder .","Adora Obi Nweze , the NAACP state president , said the state has refused to consider the possibility of murder .","but adora obi nweze , the naacp state president , say the state only try to prove it conclusion of suicide , rather than consider the possibility of murder .","adora obi nweze , the naacp state president , say the state have refuse to consider the possibility of murder .",0.42307692307692313,9,,,,,1-0 2-1 3-2 4-3 5-4 6-5 7-6 8-7 9-8 10-9 11-10 12-11 15-14 24-15 25-16 26-17 27-18 28-19 29-20 ,22-12 22-13 23-12 23-13 ,,,,,,13-12 13-13 14-12 14-13 15-12 15-13 16-12 16-13 17-12 17-13 18-12 18-13 19-12 19-13 20-12 20-13 ,,,,1-0 2-1 3-2 4-3 5-4 6-5 7-6 8-7 9-8 10-9 11-10 12-11 24-15 25-16 26-17 27-18 28-19 29-20 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:3535,,,test,"Peter Smith , a planetary scientist at the University of Arizona , leads the $ 325 million Phoenix mission .","TEGA is the product of University of Arizona planetary scientist William Boynton , co-investigator on the Phoenix mission .","peter smith , a planetary scientist at the university of arizona , lead the $ 325 million phoenix mission .","tega be the product of university of arizona planetary scientist william boynton , co-investigator on the phoenix mission .",0.6,1,,,,,4-8 5-9 6-14 7-15 8-5 9-6 10-7 13-15 17-16 18-17 19-18 ,{},,,,,,{},,,,4-8 5-9 8-5 9-6 10-7 13-15 17-16 18-17 19-18 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:3147,,,test,Ernst & Young has denied any wrongdoing and plans to fight the allegations .,"Ernst & Young has denied the SEC 's claims , and called its recommendations '' irresponsible '' .",ernst & young have deny any wrongdoing and plan to fight the allegation .,"ernst & young have deny the sec 's claim , and call it recommendation '' irresponsible '' .",0.6521739130434783,4,,,,,0-0 1-1 2-2 3-3 4-4 7-10 13-17 ,5-5 6-8 ,,,,,,6-8 ,,,,0-0 1-1 2-2 3-3 4-4 7-10 13-17 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-trial:582,,,test,"last year the freezing winter in Chicago was much warmer than in previous years , snow fall was also much less , it 's predicted the next winter will be much the same .","last year the freezing winter in Chicago was much warmer than in previous years , snow fall was also much less , it 's predicted the next winter will be much the same .","last year the freezing winter in chicago be much warm than in previous year , snow fall be also much less , it 's predict the next winter will be much the same .","last year the freezing winter in chicago be much warm than in previous year , snow fall be also much less , it 's predict the next winter will be much the same .",0.0,0,,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 28-28 29-29 30-30 31-31 32-32 33-33 ,{},,,,,,{},,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 28-28 29-29 30-30 31-31 32-32 33-33 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-trial:622,,,test,"for the benefit of the immigrants and for Australia 's economy , the English Immigrant Association has appealed to the government to correct this problem .",Britain 's Immigrants Association has called on the government to face up to the problem for the sake of the immigrants and Australia 's economic interests .,"for the benefit of the immigrant and for australia 's economy , the english immigrant association have appeal to the government to correct this problem .",britain 's immigrant association have call on the government to face up to the problem for the sake of the immigrant and australia 's economic interest .,0.5357142857142857,1,,,,,0-15 1-16 2-17 3-18 4-19 5-20 6-21 8-22 9-23 10-24 10-25 14-2 15-3 16-4 17-5 17-6 18-5 18-6 19-7 20-8 21-9 22-10 22-11 22-12 23-13 24-14 25-26 ,13-0 13-1 ,,,,,,13-0 ,,,,0-15 1-16 2-17 3-18 4-19 5-20 6-21 8-22 9-23 10-24 10-25 14-2 15-3 16-4 17-5 17-6 18-5 18-6 19-7 20-8 21-9 22-10 22-11 22-12 23-13 24-14 25-26 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-trial:576,,,test,"in recent years , China has started to utilize loans from international financial organizations for international competitive bidding and purchasing in the area of capital constructions .","in recent years , China began to use loans of international financial institutions to purchase by way of international competitive bidding in field of infrastructure .","in recent year , china have start to utilize loan from international financial organization for international competitive bidding and purchasing in the area of capital construction .","in recent year , china begin to use loan of international financial institution to purchase by way of international competitive bidding in field of infrastructure .",0.6060606060606061,1,,,,,0-0 1-1 2-2 3-3 4-4 6-5 7-6 8-7 9-8 10-9 11-10 12-11 13-12 15-18 16-19 17-20 19-14 20-21 22-22 23-23 26-25 ,{},,,,,,19-14 ,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-5 7-6 8-7 9-8 10-9 11-10 12-11 13-12 15-18 16-19 17-20 20-21 22-22 23-23 24-24 25-24 26-25 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-trial:670,,,test,"'' we want to let people know that when someone wants to overthrow the democratically-elected government through undemocratic and illegal means , the Malaysian people will not tolerate and remain silent '' .","'' we want it to be known that Malaysians will not care only for their own safety , or remain silent when somebody attempts to undermine the democratically-elected government , through non-democratic or illegal methods '' .","'' we want to let people know that when someone want to overthrow the democratically-elected government through undemocratic and illegal mean , the malaysian people will not tolerate and remain silent '' .","'' we want it to be know that malaysian will not care only for their own safety , or remain silent when somebody attempt to undermine the democratically-elected government , through non-democratic or illegal method '' .",0.5365853658536586,4,,,,,0-0 1-1 2-2 2-3 2-4 2-5 2-6 3-2 3-3 3-4 3-5 3-6 4-2 4-3 4-4 4-5 4-6 5-2 5-3 5-4 5-5 5-6 6-2 6-3 6-4 6-5 6-6 7-7 8-21 9-22 10-23 11-24 13-26 14-27 15-28 16-30 17-31 18-32 19-33 20-34 22-8 23-8 24-8 25-9 26-10 28-18 29-19 30-20 31-35 32-36 ,12-25 ,,,,,,{},,,,0-0 1-1 2-2 3-4 4-3 4-5 4-6 5-3 5-5 5-6 6-3 6-5 6-6 7-7 8-21 9-22 10-23 11-24 12-25 13-26 14-27 15-28 16-30 17-31 18-32 19-33 20-34 23-8 24-8 25-9 26-10 28-18 29-19 30-20 31-35 32-36 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-trial:581,,,test,women 's 10-meter springboard diving preliminary contest will be held this afternoon .,the first round of the woman 's ten-meter diving will be held this afternoon .,woman 's 10-meter springboard dive preliminary contest will be hold this afternoon .,the first round of the woman 's ten-meter diving will be hold this afternoon .,0.5789473684210527,2,,,,,0-5 1-6 2-7 4-8 5-1 6-2 7-9 8-10 9-11 10-12 11-13 12-14 ,{},,,,,,{},,,,0-5 1-6 2-7 4-8 5-1 5-2 6-1 6-2 7-9 8-10 9-11 10-12 11-13 12-14 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,novels-common:1001,,,test,"'' the only difficulty '' , continued Captain Nemo , '' is that of remaining several days without renewing our provision of air '' .","'' our sole difficulty '' , Captain Nemo went on , '' lies in our staying submerged for several days without renewing our air supply '' .","'' the only difficulty '' , continue captain nemo , '' be that of remain several day without renew our provision of air '' .","'' our sole difficulty '' , captain nemo go on , '' lie in our stay submerge for several day without renew our air supply '' .",0.5862068965517242,2,,,,,0-0 2-2 3-3 4-4 5-5 6-8 6-9 7-6 8-7 9-10 10-11 14-15 15-18 16-19 17-20 18-21 19-22 20-24 22-23 23-25 24-26 ,1-1 11-12 11-13 ,,,,,,1-1 ,,,,0-0 2-2 3-3 4-4 5-5 6-8 6-9 7-6 8-7 9-10 10-11 11-12 11-13 12-12 12-13 13-12 13-13 14-15 15-18 16-19 17-20 18-21 19-22 20-24 22-23 23-25 24-26 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,novels-common:825,,,test,'' certainly ; we are floating in a current of boiling water '' .,'' surely . we are cruising in a current of boiling water '' .,'' certainly ; we be float in a current of boil water '' .,'' surely . we be cruise in a current of boil water '' .,0.33333333333333337,0,,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 ,{},,,,,,{},,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,novels-common:49,,,test,"'' as you say , Ned . and think what destruction such a mass would cause , if hurled with the speed of an express train against the hull of a vessel . ''","'' right , Ned , and then picture the damage such a mass could inflict if it were launched with the speed of an express train against a ship 's hull '' .","'' a you say , ned . and think what destruction such a mass would cause , if hurl with the speed of an express train against the hull of a vessel . ''","'' right , ned , and then picture the damage such a mass could inflict if it be launch with the speed of an express train against a ship 's hull '' .",0.5263157894736843,1,,,,,0-0 1-1 2-1 3-1 4-2 5-3 7-5 8-7 10-9 11-10 12-11 13-12 14-13 15-14 17-15 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-29 28-30 29-29 30-27 31-28 32-32 33-31 ,9-8 ,,,,,,9-8 ,,,,0-0 1-1 2-1 3-1 4-2 5-3 7-5 8-7 10-9 11-10 12-11 13-12 14-13 15-14 17-15 18-16 18-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-29 28-30 29-29 30-27 31-28 32-32 33-31 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,novels-common:529,,,test,'' I have given the order to open the hatches '' .,'' I 've given orders to open the hatches '' .,'' i have give the order to open the hatch '' .,'' i 've give order to open the hatch '' .,0.18181818181818177,1,,,,,0-0 1-1 2-2 3-3 5-4 6-5 7-6 8-7 9-8 10-9 11-10 ,{},,,,,,{},,,,0-0 1-1 2-2 3-3 5-4 6-5 7-6 8-7 9-8 10-9 11-10 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,novels-common:814,,,test,so these millions had been transported to their address . to what point of the continent ? who was Captain Nemo 's correspondent ?,so those millions had been delivered to their address . at what spot on the continent ? who was the recipient of Captain Nemo 's gold ?,so these million have be transport to their address . to what point of the continent ? who be captain nemo 's correspondent ?,so those million have be deliver to their address . at what spot on the continent ? who be the recipient of captain nemo 's gold ?,0.3928571428571429,3,,,,,0-0 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-22 20-23 21-24 23-26 ,1-1 10-10 22-20 ,,,,,,22-20 ,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-22 20-23 21-24 23-26 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,novels-common:218,,,test,"'' it must suffice you , however '' .","'' nevertheless , it will have to do ! ''","'' it must suffice you , however '' .","'' nevertheless , it will have to do ! ''",0.7857142857142857,1,,,,,0-0 1-3 2-4 2-5 2-6 2-7 3-4 3-5 3-6 3-7 6-1 7-9 8-8 ,{},,,,,,2-4 2-5 2-6 ,,,,0-0 1-3 3-7 6-1 7-9 8-8 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,novels-common:941,,,test,"'' how many men are there on board the Nautilus , do you think ? ''",'' how many men do you think are on board the Nautilus ? '',"'' how many men be there on board the nautilus , do you think ? ''",'' how many men do you think be on board the nautilus ? '',0.1333333333333333,2,,,,,0-0 1-1 2-2 3-3 4-7 6-8 7-9 8-10 9-11 11-4 12-5 13-6 14-12 15-13 ,{},,,,,,{},,,,0-0 1-1 2-2 3-3 4-7 6-8 7-9 8-10 9-11 11-4 12-5 13-6 14-12 15-13 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,novels-common:538,,,test,'' hardly '' .,'' not in the least '' .,'' hardly '' .,'' not in the least '' .,0.7142857142857143,3,,,,,0-0 1-1 1-2 1-3 1-4 2-5 3-6 ,{},,,,,,{},,,,0-0 1-1 1-2 1-3 1-4 2-5 3-6 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,novels-common:915,,,test,"'' certainly '' , I replied , '' you are in safety here , Captain Nemo . who could reach you in the heart of a volcano ? but did I not see an opening at its summit ? ''","'' indeed '' , I replied , '' here you are in perfect safety , Captain Nemo . who could reach you in the heart of a volcano ? but do not I see an opening at its summit ? ''","'' certainly '' , i reply , '' you be in safety here , captain nemo . who could reach you in the heart of a volcano ? but do i not see an opening at it summit ? ''","'' indeed '' , i reply , '' here you be in perfect safety , captain nemo . who could reach you in the heart of a volcano ? but do not i see an opening at it summit ? ''",0.09090909090909094,1,,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-9 9-10 10-11 11-13 13-14 14-15 15-16 16-17 17-18 18-19 19-20 20-21 21-22 22-23 23-24 24-25 25-26 26-27 27-28 28-29 30-32 31-31 32-33 33-34 34-35 35-36 36-37 37-38 38-39 39-40 ,29-30 ,,,,,,29-30 32-33 ,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-9 9-10 10-11 11-13 12-8 13-14 14-15 15-16 16-17 17-18 18-19 19-20 20-21 21-22 22-23 23-24 24-25 25-26 26-27 27-28 28-29 30-32 31-31 33-34 34-35 35-36 36-37 37-38 38-39 39-40 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,novels-common:68,,,test,"these orders were executed , and the frigate moved rapidly from the burning light .","these orders were executed , and the frigate swiftly retreated from this core of light .","these order be execute , and the frigate move rapidly from the burn light .","these order be execute , and the frigate swiftly retreat from this core of light .",0.42105263157894735,1,,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-9 9-8 10-10 13-14 14-15 ,11-11 12-12 12-13 ,,,,,,11-11 ,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-9 9-8 10-10 13-14 14-15 ,,,
