pairID,documentID,segmentID,hitType,source,target,sourceLemmatized,targetLemmatized,jaccardDistance,lengthDifference,sureAlignments,possAlignments,sourceHighlights,targetHighlights,answerSureAlignments,answerPossAlignments,answerSourceHighlights,answerTargetHighlights
urd-WL-72-174253-7626563-22-5,urd-WL-72-174253-7626563,22,HITInput,"But , what can we do ... it 's politics , and in politics , anything is possible .","But , anything is possible in politics .","but , what can we do ... it 's politics , and in politics , anything be possible .","but , anything be possible in politics .",0.5,11,0-0 15-2 16-3 17-4 13-6 18-7 12-5 14-1,,,,,,,
arb-NG-2-76511-7419693-3-3,arb-NG-2-76511-7419693,3,HITInput,And prior to that it donated 5 million dollars in cash for the same reason .,"They will be trained through basic military training .. And their appearance will be unified , as is the case with the uniform of the Mujahideen ..",and prior to that it donate 5 million dollar in cash for the same reason .,"they will be train through basic military training .. and their appearance will be unify , a be the case with the uniform of the mujahideen ..",0.9428571428571428,11,15-28,,,,,,,
urd-WL-90-174283-7720336-14-3,urd-WL-90-174283-7720336,14,HITInput,Firstly Sheikh Sahab verified it then Mr. Tarique Azeem admitted that so has happened .,"First of all , it was declared by Sheikh Sahib of the Railway Ministry , then Tarique Azeem accepted that it happened the same way .",firstly sheikh sahab verify it then mr. tarique azeem admit that so have happen .,"first of all , it be declare by sheikh sahib of the railway ministry , then tarique azeem accept that it happen the same way .",0.7241379310344828,11,1-8 10-19 0-0 7-16 13-21 9-18 8-17 14-25,,,,,,,
VOM19981125_0900_0288-5-5,VOM19981125_0900_0288,5,HITInput,The Land for Peace Agreement reached recently by the Israelis and Palestinians has paved the way for the use of the Gaza International Airport .,The newly subscribed Land-for-Peace Agreement paved the way for the Gaza International Airport .,the land for peace agreement reach recently by the israeli and palestinian have pave the way for the use of the gaza international airport .,the newly subscribe land-for-peace agreement pave the way for the gaza international airport .,0.6086956521739131,11,2-3 22-11 4-4 24-13 1-3 3-3 15-7 23-12 21-10 13-5 14-6 16-8 17-9 6-1,,,,,,,
urd-WL-12-174261-7457007-4-3,urd-WL-12-174261-7457007,4,HITInput,There were just the bullet-ridden walls of mosque and seminary .,"In Masjid and the madrassah , only Rangers were left , and every nook and cranny was full of bullet holes .",there be just the bullet-ridden wall of mosque and seminary .,"in masjid and the madrassah , only ranger be leave , and every nook and cranny be full of bullet hole .",0.7916666666666666,11,7-1 4-19 8-2 10-21,,,,,,,
ZBN19981226_0005-11-22,ZBN19981226_0005,11,HITInput,"Compared with phase 3 , phase 4 prices are 30 % cheaper .","Compared with the price at the third phase , the price at the fourth phase turned out to be lower by 30 % .","compare with phase 3 , phase 4 price be 30 % cheap .","compare with the price at the third phase , the price at the fourth phase turn out to be low by 30 % .",0.5714285714285714,11,0-0 5-14 8-18 1-1 3-6 11-19 10-22 7-10 9-21 12-23 2-7,,,,,,,
urd-WL-80-174265-7519426-23-4,urd-WL-80-174265-7519426,23,HITInput,Such nonsense neither can legally be justified nor morally .,"There is no reason for these ridiculous words , not only religious grounds , also for legal and moral reasons .",such nonsense neither can legally be justify nor morally .,"there be no reason for these ridiculous word , not only religious ground , also for legal and moral reason .",0.9230769230769231,11,0-5 8-18 7-17 6-19 1-6 4-16 9-20,,,,,,,
PTB_URD_20070716.0001-1-1,PTB_URD_20070716.0001,1,HITInput,"Iranian Police Announce Stronger Crackdown on Un-islamic Attire , the Number of Police Will Be Doubled .","The Iranian Police Have Announced That They Will Tighten Their Campaign against People Who Wear Non-islamic Dress , and That the Number of Police Could Be Doubled .","iranian police announce strong crackdown on un-islamic attire , the number of police will be double .","the iranian police have announce that they will tighten their campaign against people who wear non-islamic dress , and that the number of police could be double .",0.6333333333333333,11,5-11 8-17 0-1 2-4 15-26 1-2 11-22 4-10 9-20 10-21 14-25 7-16 16-27 12-23 6-15,,,,,,,
arb-WL-1-152428-7817095-8-0,arb-WL-1-152428-7817095,8,HITInput,All prisoners have been detained during the tenure of former interior minister Bayan Solagh .,"The detention of all the prisoners goes back to the period when the former Minister of the Interior , +Bayan Solagh , was in power .",all prisoner have be detain during the tenure of former interior minister bayan solagh .,"the detention of all the prisoner go back to the period when the former minister of the interior , +bayan solagh , be in power .",0.6,11,11-14 10-17 4-1 13-21 1-5 12-20 0-3 14-26 9-13,,,,,,,
BBC_URD_20070709.0013-8-3,BBC_URD_20070709.0013,8,HITInput,"MQM 's Deputy Convener Dr Farooq Sattar said , `` In the upcoming elections , the standings of all the political parties would become clear . ''",MQM Deputy Convener Dr. Farooq Sattar said the coming election will be a decisive one .,"mqm 's deputy convener dr farooq sattar say , `` in the upcoming election , the standing of all the political party would become clear . ''",mqm deputy convener dr. farooq sattar say the come election will be a decisive one .,0.7096774193548387,11,5-4 2-1 0-0 25-15 7-6 3-2 11-7 4-3 12-8 13-9 6-5,,,,,,,
urd-WL-80-174265-7496743-35-1,urd-WL-80-174265-7496743,35,HITInput,One direct link and the other embedded player link .,"The first one lets you provide the link to connect , and the second one lets you embed the video .",one direct link and the other embed player link .,"the first one let you provide the link to connect , and the second one let you embed the video .",0.6666666666666667,11,0-2 6-17 2-9 4-12 3-11 9-20 8-7,,,,,,,
urd-WL-12-174261-7433644-4-4,urd-WL-12-174261-7433644,4,HITInput,There are numerous such public welfare works that can be done without spending anything .,There are also a lot of activities that can be done for the general good that do not require money to be spent on them .,there be numerous such public welfare work that can be do without spending anything .,there be also a lot of activity that can be do for the general good that do not require money to be spend on them .,0.8,11,10-10 0-0 4-13 9-9 7-7 3-12 1-1 8-8 6-6 14-25 12-22,,,,,,,
VOM19981113_0900_0335-3-14,VOM19981113_0900_0335,3,HITInput,"However , `` Tibet Information Network '' said that so far it is not yet clear whether Ugyen Trinley Dorje will seek asylum in the United States .","However , Tibet Information Network was not sure whether Agya Rinpoche planned to shelter in America .","however , `` tibet information network '' say that so far it be not yet clear whether ugyen trinley dorje will seek asylum in the united state .","however , tibet information network be not sure whether agya rinpoche plan to shelter in america .",0.7142857142857143,11,22-13 5-4 27-16 4-3 0-0 1-1 3-2 23-14 13-6 16-8 12-5,,,,,,,
urd-WL-76-174284-7596494-10-3,urd-WL-76-174284-7596494,10,HITInput,People have started hoping that justice in the judiciary still exists and this dead horse seems alive .,"With this decision , the people came to believe that there was still justice in the courts , and the court of the people was alive and well .",people have start hop that justice in the judiciary still exist and this dead horse seem alive .,"with this decision , the people come to believe that there be still justice in the court , and the court of the people be alive and well .",0.6551724137931034,11,0-5 5-13 6-14 8-16 7-15 16-25 17-28 9-12,,,,,,,
urd-WL-72-174253-7562183-18-2,urd-WL-72-174253-7562183,18,HITInput,"And we , the foolish , will accept them as pious Muslim rulers after their vain prayers .","On the other hand , we , the foolish , never grow tired of saying they are Muslim rulers because they have themselves shown while they are praying .","and we , the foolish , will accept them a pious muslim ruler after their vain prayer .","on the other hand , we , the foolish , never grow tire of say they be muslim ruler because they have themselves show while they be pray .",0.7878787878787878,11,11-17 2-6 3-7 5-9 8-15 1-5 17-28 4-8 16-27 12-18 14-25,,,,,,,
VOM19981226_0700_0233-2-35,VOM19981226_0700_0233,2,HITInput,A report by the Indian Newspaper Industry Trust of the Indian Communications Co. says that railroad officials blame passengers on the bus for the incident .,Report of PTI said that railway official charged the bus passengers upon the accident .,a report by the indian newspaper industry trust of the indian communication co. say that railroad official blame passenger on the bus for the incident .,report of pti say that railway official charge the bus passenger upon the accident .,0.6666666666666667,11,20-8 24-13 25-14 17-7 1-0 18-10 15-5 13-3 23-12 16-6 21-9 14-4,,,,,,,
urd-WL-72-174253-7786794-30-5,urd-WL-72-174253-7786794,30,HITInput,"He burns the candle of hope , and writes the message of happiness on the autumn .","You all understood , right ?","he burn the candle of hope , and write the message of happiness on the autumn .","you all understood , right ?",0.9473684210526316,11,,,,,,,,
urd-WL-83-174268-11364089-post3-3-1,urd-WL-83-174268-11364089-post3,3,HITInput,"It is the father 's duty to take care of their expenses , and he is allowed to meet with the children .",The father is responsible for their subsistence and can meet them .,"it be the father 's duty to take care of their expense , and he be allow to meet with the child .",the father be responsible for their subsistence and can meet them .,0.72,11,18-9 22-11 2-0 3-1,,,,,,,
chtb_076-6-30,chtb_076,6,HITInput,These top ten covers over 91 % of all the practically utilized foreign investment in China .,"In investment in China , these top ten countries and regions account for more than 91 percent of the amount of foreign capital actually employed throughout China .",these top ten cover over 91 % of all the practically utilized foreign investment in china .,"in investment in china , these top ten country and region account for more than 91 percent of the amount of foreign capital actually employ throughout china .",0.6451612903225806,11,0-5 5-15 2-7 6-16 11-24 15-3 16-27 1-6 7-17 13-1 12-21 14-2,,,,,,,
XIA20041206.0154-8-5,XIA20041206.0154,8,HITInput,"The gathering , which will last two full days , has been organized under the sponsorship of several of the world 's large oil companies .",This two day forum is sponsored by a number of large international oil companies .,"the gathering , which will last two full day , have be organize under the sponsorship of several of the world 's large oil company .",this two day forum be sponsor by a number of large international oil company .,0.7241379310344828,11,22-10 25-14 24-13 1-3 15-5 20-11 23-12 18-9 17-8 8-2 6-1,,,,,,,
CCTV4_NEWS3_CMN_20060217_075800_447_833.qrtr-17-0,CCTV4_NEWS3_CMN_20060217_075800_447_833.qrtr,17,HITInput,We are not very clear at this point as to the specific time when the plane over there will be landing at the airport here .,We are still unsure when the flight will touch down at the airport here .,we be not very clear at this point a to the specific time when the plane over there will be land at the airport here .,we be still unsure when the flight will touch down at the airport here .,0.6666666666666667,11,22-11 0-0 25-14 24-13 1-1 15-6 23-12 13-4 14-5 21-10,,,,,,,
chtb_245-4-40,chtb_245,4,HITInput,Mclaren reiterate his support of China 's entry into GATT and WTO as a founding member .,MacRalon still reiterated his support for China to resume its position as one of the treaty states of GATT and one of the founding members of WTO .,mclaren reiterate his support of china 's entry into gatt and wto a a founding member .,macralon still reiterate his support for china to resume it position a one of the treaty state of gatt and one of the found member of wto .,0.6071428571428572,11,2-3 10-19 11-26 1-2 16-27 3-4 5-6 9-18 14-23 15-24,,,,,,,
XIA20041206.0154-8-1,XIA20041206.0154,8,HITInput,This two-day forum is organized by several of the world 's largest oil companies .,"The gathering , which will last two full days , has been organized under the sponsorship of several of the world 's large oil companies .",this two-day forum be organize by several of the world 's large oil company .,"the gathering , which will last two full day , have be organize under the sponsorship of several of the world 's large oil company .",0.5769230769230769,11,1-8 5-13 12-23 6-17 8-19 7-18 3-11 10-21 1-6 4-12 13-24 2-1 9-20 11-22 14-25,,,,,,,
chtb_245-4-39,chtb_245,4,HITInput,Mclaren reiterate his support of China 's entry into GATT and WTO as a founding member .,Pittigrew irritated his support to resume China 's signatory to the General Agreement of Customs Duty and Trade and a founding member of the World Trade Organization .,mclaren reiterate his support of china 's entry into gatt and wto a a founding member .,pittigrew irritate his support to resume china 's signatory to the general agreement of custom duty and trade and a founding member of the world trade organization .,0.6551724137931034,11,2-2 5-6 3-3 16-27 6-7 15-21 14-20 13-19,,,,,,,
PD20040101.001-10-2,PD20040101.001,10,HITInput,Japan 's movement has raised concerns because these military policies impact Japan 's pacifist constitution .,The reason why these actions by Japan have drawn so much attention is mainly because these military decisions are a challenge to Japan 's pacifist constitution .,japan 's movement have raise concern because these military policy impact japan 's pacifist constitution .,the reason why these action by japan have draw so much attention be mainly because these military decision be a challenge to japan 's pacifist constitution .,0.6896551724137931,11,5-11 0-6 6-14 8-16 15-26 7-15 13-24 11-22 14-25 12-23,,,,,,,
chtb_076-6-24,chtb_076,6,HITInput,The investment from these top ten countries and regions to China constitutes over 91 % in the total actual utilization of foreign investment in the whole country .,These top ten covers over 91 % of all the practically utilized foreign investment in China .,the investment from these top ten country and region to china constitutes over 91 % in the total actual utilization of foreign investment in the whole country .,these top ten cover over 91 % of all the practically utilized foreign investment in china .,0.5185185185185186,11,22-13 4-1 27-16 5-2 10-15 19-11 3-0 23-14 13-5 12-4 21-12 14-6,,,,,,,
VOM19981226_0700_0233-4-1,VOM19981226_0700_0233,4,HITInput,The collision took place before the bus could manage to cross the rails .,"However , when the bus attempted to cross the railway , the train arrived and caused a collision between the train and the bus .",the collision take place before the bus could manage to cross the rail .,"however , when the bus attempt to cross the railway , the train arrive and cause a collision between the train and the bus .",0.7391304347826086,11,5-3 9-6 13-24 1-17 12-9 6-4 11-8 10-7,,,,,,,
ZBN20040219.001-9-2,ZBN20040219.001,9,HITInput,"Similarly , China is also situated in a very special period of time when it is experiencing a high economic growth and a major transition in the society .","Likewise , China today is also in an extraordinary stage of rapid economic growth and social restructuring .","similarly , china be also situate in a very special period of time when it be experience a high economic growth and a major transition in the society .","likewise , china today be also in an extraordinary stage of rapid economic growth and social restructuring .",0.696969696969697,11,2-2 27-15 0-0 4-5 1-1 9-8 3-4 7-7 19-12 10-9 20-13 6-6 21-14 28-17 11-10,,,,,,,
ZBN20040222.005-3-0,ZBN20040222.005,3,HITInput,This scandal was widely reported and republished by large and small media across China . The news is most gratifying to the vast majority of compatriots .,The scandal has been widely reported in the Chinese media and has afforded general satisfaction .,this scandal be widely report and republish by large and small medium across china . the news be most gratify to the vast majority of compatriot .,the scandal have be widely report in the chinese medium and have afford general satisfaction .,0.7241379310344828,11,2-3 13-8 4-5 5-10 1-1 3-4 8-13 15-7 26-15 16-9,,,,,,,
PD20031123.001-6-2,PD20031123.001,6,HITInput,"Second , `` quota '' limits the nice growth trend in Sino-America trade relation .","Second , `` quotas '' set a cap on the trend of development toward wholesome economic and trade relations between China and the United States .","second , `` quota '' limit the nice growth trend in sino-america trade relation .","second , `` quota '' set a cap on the trend of development toward wholesome economic and trade relation between china and the united state .",0.6551724137931034,11,2-2 5-7 12-17 4-4 1-1 8-12 3-3 0-0 9-10 14-25 13-18,,,,,,,
ZBN20040308.002-5-5,ZBN20040308.002,5,HITInput,The citizens are only encouraged to give birth to babies . They do n't have to worry about the fostering of children .,The people need only to be concerned about childbirth not childcare .,the citizen be only encourage to give birth to baby . they do n't have to worry about the fostering of child .,the people need only to be concern about childbirth not childcare .,0.76,11,22-11 7-8 0-0 1-1 15-4 17-7 16-6,,,,,,,
chtb_076-6-11,chtb_076,6,HITInput,The investment from these first ten countries and regions in China accounts for as much as 91 % of the foreign capital actually utilized in the country .,These top ten covers over 91 % of all the practically utilized foreign investment in China .,the investment from these first ten country and region in china account for as much a 91 % of the foreign capital actually utilize in the country .,these top ten cover over 91 % of all the practically utilized foreign investment in china .,0.6333333333333333,11,5-2 4-1 27-16 10-15 16-5 3-0 17-6 20-12 18-7 9-14 21-13 23-11,,,,,,,
VOM19981122_0900_1102-12-32,VOM19981122_0900_1102,12,HITInput,"Associated Press , Reuters and French News Agence reported the information recently released by the center .","American News Service , Lutou News Agency and French News Agency reported the latest news from the Information Center of the Chinese Civil Human Rights Movement separately .","associated press , reuters and french news agence report the information recently release by the center .","american news service , lutou news agency and french news agency report the late news from the information center of the chinese civil human right movement separately .",0.6896551724137931,11,10-17 4-7 1-1 5-8 16-27 8-11 6-9 14-16 15-18 7-10 9-12,,,,,,,
chtb_163-8-3,chtb_163,8,HITInput,This also marks the first time that a major order is won by a domestic manufacturer in the field of switchboard equipment .,This is one of the important switchboards orders produced in China .,this also mark the first time that a major order be win by a domestic manufacturer in the field of switchboard equipment .,this be one of the important switchboard order produce in china .,0.6799999999999999,11,8-5 22-11 4-2 9-7 20-6,,,,,,,
BBC_URD_20090123.0023-11-4,BBC_URD_20090123.0023,11,HITInput,"Gary hacked into an American computer system in 2001 and 2002 , as a result of which the American Government incurred a loss of eight-hundred thousand dollars .","In 2001-2 McKinnon hacked the US military computer system , causing damage that cost $ 800,000 .","gary hack into an american computer system in 2001 and 2002 , a a result of which the american government incur a loss of eight-hundred thousand dollar .","in 2001-2 mckinnon hack the u military computer system , cause damage that cost $ 800,000 .",0.7941176470588236,11,27-16 7-0 4-5 1-3 22-11 5-7 20-10 26-14 6-8 8-1,,,,,,,
ZBN19981123_0102-10-35,ZBN19981123_0102,10,HITInput,The main reason Cambodia 's accession to ASEAN turned out to be a bubble at that time was that Hun Sen used force to overthrow Prince Ranarith .,The reason that Cambodia failed that time was that Hun Sen overturned Samdech Ranariddh by force .,the main reason cambodia 's accession to asean turn out to be a bubble at that time be that hun sen use force to overthrow prince ranarith .,the reason that cambodia fail that time be that hun sen overturn samdech ranariddh by force .,0.6551724137931034,11,27-16 2-1 19-9 22-15 3-3 15-5 26-13 17-7 20-10 16-6 18-8 24-11,,,,,,,
VOM19981226_0700_0233-3-2,VOM19981226_0700_0233,3,HITInput,The report said anxious passengers grabbed the key from a guard and opened the crossing rail .,"According to the report , the impatient passengers seized the key from a guard who attended the barrier at the road cross , and opened the barrier .",the report say anxious passenger grab the key from a guard and open the cross rail .,"accord to the report , the impatient passenger seize the key from a guard who attend the barrier at the road cross , and open the barrier .",0.56,11,10-13 11-23 0-2 4-7 3-6 1-3 16-27 8-11 13-25 6-9 12-24 14-21 7-10 15-26 9-12,,,,,,,
VOM19981122_0900_1102-1-36,VOM19981122_0900_1102,1,HITInput,"To all of our listeners , now let 's take a look at the situation in China .",Here is the news about China .,"to all of our listener , now let 's take a look at the situation in china .",here be the news about china .,0.8636363636363636,11,17-6 16-5,,,,,,,
DEW_URD_20090108.0002-2-3,DEW_URD_20090108.0002,2,HITInput,"Although Adolf Merckle , a resident of the area of Swabia of South Germany , has left a huge business group after him .",Adolf Merckle of south Germany has left behind a huge business group .,"although adolf merckle , a resident of the area of swabia of south germany , have leave a huge business group after him .",adolf merckle of south germany have leave behind a huge business group .,0.4285714285714286,11,2-1 1-0 13-4 15-5 19-10 20-11 23-12 16-6 11-2 18-9 12-3 17-8,,,,,,,
urd-NG-102-174502-11516169-post131-5-2,urd-NG-102-174502-11516169-post131,5,HITInput,"As long as the administration has political pressure on it , these type of incidences will keep taking place . May Allah protect Pakistan .",These situations will keep surfacing until there is political pressure on the administration .,"as long a the administration have political pressure on it , these type of incidence will keep take place . may allah protect pakistan .",these situation will keep surface until there be political pressure on the administration .,0.6896551724137931,11,7-9 24-13 15-2 8-10 4-12 16-3 3-11 6-8,,,,,,,
BBC_URD_20090120.0023-4-5,BBC_URD_20090120.0023,4,HITInput,"In Washington , on the other hand , preparations are being made for the unprecedented swearing-in ceremony of the new president on Tuesday .",Washington is bracing itself for unprecedented crowds arriving for Tuesday 's inauguration .,"in washington , on the other hand , preparation be be make for the unprecedented swearing-in ceremony of the new president on tuesday .",washington be brace itself for unprecedented crowd arrive for tuesday 's inauguration .,0.76,11,15-11 1-0 23-12 22-9 14-5,,,,,,,
ZBN19981207_0048-12-8,ZBN19981207_0048,12,HITInput,He said the 83-year-old woman has been hospitalized for over-shock .,He said the 83 year old lady who lives in the house was so scared that she had to be hospitalized .,he say the 83-year-old woman have be hospitalize for over-shock .,he say the 83 year old lady who live in the house be so scared that she have to be hospitalize .,0.7083333333333333,11,2-2 0-0 4-6 1-1 6-19 7-20 3-4 3-3 10-21 3-5,,,,,,,
ZBN19981119_0059-8-22,ZBN19981119_0059,8,HITInput,Pinochet is currently in London awaiting a House of Lords decision on his extradition .,"At present , Pinouchet was in London , waiting for the House of Lords to make the decision on whether to extradite him or not .",pinochet be currently in london await a house of lord decision on his extradition .,"at present , pinouchet be in london , wait for the house of lord to make the decision on whether to extradite him or not .",0.6896551724137931,11,2-1 10-17 4-6 3-5 13-21 8-12 11-18 7-11 5-8 14-25 9-13 12-22,,,,,,,
ZBN19981210_0108-12-38,ZBN19981210_0108,12,HITInput,"However , he vowed to implement broad reform measures and stop corruption that weakens the national economy .","However , he pledged that he will carry through the extensive reform measures , and put an end to corruption , which has weakened this country 's economy .","however , he vow to implement broad reform measure and stop corruption that weaken the national economy .","however , he pledge that he will carry through the extensive reform measure , and put an end to corruption , which have weaken this country 's economy .",0.5806451612903225,11,2-2 6-10 0-0 10-17 1-1 13-23 8-12 3-3 7-11 15-25 11-19 17-28 16-27,,,,,,,
AFA20030111.4300-4-5,AFA20030111.4300,4,HITInput,A team specialized in biological weapons returned to the previously inspected al-Dabsh and al-Edail storehouses yesterday .,A team specializing in biological weapons returned to two storage sites in Baghdad which they had visited yesterday . The two sites are at al-Dabsh and al-Adil .,a team specialize in biological weapon return to the previously inspect al-dabsh and al-edail storehouse yesterday .,a team specialize in biological weapon return to two storage site in baghdad which they have visit yesterday . the two site be at al-dabsh and al-adil .,0.5357142857142857,11,2-2 5-5 4-4 1-1 7-7 3-3 16-27 12-25 11-24 15-17 6-6 0-0 10-16,,,,,,,
XIN20021016.001-7-5,XIN20021016.001,7,HITInput,Development can not continue if resources are wasted and environment is sacrificed .,It is impossible for the development to sustain itself if it is achieved at the expense of squandering resources and ruining the environment .,development can not continue if resource be waste and environment be sacrifice .,it be impossible for the development to sustain itself if it be achieve at the expense of squander resource and ruin the environment .,0.72,11,0-5 3-7 5-18 7-20 9-22 12-23,,,,,,,
XIN20020329.0061-3-4,XIN20020329.0061,3,HITInput,Shi Guangsheng made the above statement in response to a question by a reporter while attending a working committee meeting on nation-wide economic and foreign trade legislation .,Shi Guangsheng answered questions asked by reporter at the National Workshop on Laws of Foreign Trade .,shi guangsheng make the above statement in response to a question by a reporter while attend a working committee meet on nation-wide economic and foreign trade legislation .,shi guangsheng answer question ask by reporter at the national workshop on law of foreign trade .,0.696969696969697,11,24-14 27-16 0-0 25-15 1-1 7-2 11-5 21-9 13-6 10-3 26-12,,,,,,,
XIN20020328.0091-8-4,XIN20020328.0091,8,HITInput,"China 's ambassador to Japan , Wu Da-wei , attended the Currency Reciprocal Agreement signing ceremony between People 's Bank of China and Bank of Japan .",Chinese ambassador to Japan Wu Dawei was present at the signing ceremony of this agreement .,"china 's ambassador to japan , wu da-wei , attend the currency reciprocal agreement sign ceremony between people 's bank of china and bank of japan .",chinese ambassador to japan wu dawei be present at the sign ceremony of this agreement .,0.6296296296296297,11,2-1 0-0 9-7 3-2 7-5 15-11 26-15 4-3 6-4 13-14 14-10,,,,,,,
VOM19981003_0800_2179-15-21,VOM19981003_0800_2179,15,HITInput,"`` I think there is no question of impact , the problem is entirely an internal problem of U.S .",`` I think it only concerns the Americans .,"`` i think there be no question of impact , the problem be entirely an internal problem of u.s .",`` i think it only concern the american .,0.7619047619047619,11,2-2 0-0 19-8 1-1 16-5 18-7,,,,,,,
chtb_232-7-39,chtb_232,7,HITInput,Experts believed that there were more skeleton fossils of dinosaurs and other species in the nearby areas .,"According to the judgment of experts , there were a large number of fossils of dinosaur skeletons and other kinds buried in the areas of dinosaur fossil crowd .",expert believe that there be more skeleton fossil of dinosaur and other specie in the nearby area .,"accord to the judgment of expert , there be a large number of fossil of dinosaur skeleton and other kind bury in the area of dinosaur fossil crowd .",0.5357142857142857,11,0-5 10-17 6-16 3-7 8-14 13-21 7-13 11-18 17-28 12-19 4-8 9-15 14-22 16-23,,,,,,,
ZBN20020316.0002-14-5,ZBN20020316.0002,14,HITInput,"The report delivered by Han Zhubin , president of the Supreme People 's Procuratorate , yesterday received 2,044 votes in favor , 514 votes against and 253 abstentions .","The Chief Procurator Han Shubin 's report obtained 2044 approvals , 516 opposition and 253 abstraining yesterday .","the report deliver by han zhubin , president of the supreme people 's procuratorate , yesterday receive 2,044 vote in favor , 514 vote against and 253 abstention .","the chief procurator han shubin 's report obtain 2044 approval , 516 opposition and 253 abstraining yesterday .",0.7352941176470589,11,25-13 4-3 5-4 7-1 1-6 13-2 26-14 16-7 15-16 28-17 17-8,,,,,,,
BBC_URD_20090123.0023-11-4,BBC_URD_20090123.0023,11,HITInput,"Gary hacked into an American computer system in 2001 and 2002 , as a result of which the American Government incurred a loss of eight-hundred thousand dollars .","In 2001-2 McKinnon hacked the US military computer system , causing damage that cost $ 800,000 .","gary hack into an american computer system in 2001 and 2002 , a a result of which the american government incur a loss of eight-hundred thousand dollar .","in 2001-2 mckinnon hack the u military computer system , cause damage that cost $ 800,000 .",0.7941176470588236,11,27-16 7-0 4-5 1-3 22-11 5-7 20-10 26-14 6-8 8-1,,,,,,,
HKN20040106.002-1-3,HKN20040106.002,1,HITInput,"Over the past 30 years , it has been perfectly obvious that the Consumers ' Right Association has made its contribution to protecting consumers ' rights .",For 30 years Consumer Council has made universally-recognized contribution in safeguarding the interest of consumers .,"over the past 30 year , it have be perfectly obvious that the consumer ' right association have make it contribution to protect consumer ' right .",for 30 year consumer council have make universally-recognized contribution in safeguard the interest of consumer .,0.7142857142857143,11,20-8 4-2 22-10 17-5 3-1 13-3 26-15 23-14 18-6,,,,,,,
VOM19981226_0700_0233-4-8,VOM19981226_0700_0233,4,HITInput,The collision took place before the bus could manage to cross the rails .,"Before the bus passed through the crossing , the train was already there , so the train and the bus crashed into each other .",the collision take place before the bus could manage to cross the rail .,"before the bus pass through the crossing , the train be already there , so the train and the bus crash into each other .",0.8461538461538461,11,4-0 5-1 1-20 0-18 13-24 12-9 6-2 11-8 10-6,,,,,,,
XIN20020418.0095-7-2,XIN20020418.0095,7,HITInput,"In his State of the Union address , Putin also talked about the national development plan for this fiscal year and the domestic and foreign policies .",Putin also expounded on the national development plan and domestic and foreign policies this year .,"in his state of the union address , putin also talk about the national development plan for this fiscal year and the domestic and foreign policy .",putin also expound on the national development plan and domestic and foreign policy this year .,0.5,11,25-12 9-1 24-11 20-8 19-14 17-13 15-7 23-10 26-15 13-5 12-4 8-0 14-6 22-9,,,,,,,
urd-NG-102-174502-11516169-post131-5-2,urd-NG-102-174502-11516169-post131,5,HITInput,"As long as the administration has political pressure on it , these type of incidences will keep taking place . May Allah protect Pakistan .",These situations will keep surfacing until there is political pressure on the administration .,"as long a the administration have political pressure on it , these type of incidence will keep take place . may allah protect pakistan .",these situation will keep surface until there be political pressure on the administration .,0.6896551724137931,11,7-9 24-13 15-2 8-10 4-12 16-3 3-11 6-8,,,,,,,
DEW_URD_20090108.0002-2-3,DEW_URD_20090108.0002,2,HITInput,"Although Adolf Merckle , a resident of the area of Swabia of South Germany , has left a huge business group after him .",Adolf Merckle of south Germany has left behind a huge business group .,"although adolf merckle , a resident of the area of swabia of south germany , have leave a huge business group after him .",adolf merckle of south germany have leave behind a huge business group .,0.4285714285714286,11,2-1 1-0 13-4 15-5 19-10 20-11 23-12 16-6 11-2 18-9 12-3 17-8,,,,,,,
urd-WL-83-174268-11364089-post3-3-1,urd-WL-83-174268-11364089-post3,3,HITInput,"It is the father 's duty to take care of their expenses , and he is allowed to meet with the children .",The father is responsible for their subsistence and can meet them .,"it be the father 's duty to take care of their expense , and he be allow to meet with the child .",the father be responsible for their subsistence and can meet them .,0.72,11,18-9 22-11 2-0 3-1,,,,,,,
BBC_URD_20090120.0023-4-5,BBC_URD_20090120.0023,4,HITInput,"In Washington , on the other hand , preparations are being made for the unprecedented swearing-in ceremony of the new president on Tuesday .",Washington is bracing itself for unprecedented crowds arriving for Tuesday 's inauguration .,"in washington , on the other hand , preparation be be make for the unprecedented swearing-in ceremony of the new president on tuesday .",washington be brace itself for unprecedented crowd arrive for tuesday 's inauguration .,0.76,11,15-11 1-0 23-12 22-9 14-5,,,,,,,
XIN20030223_ARB_0134-5-2,XIN20030223_ARB_0134,5,HITInput,"It should be noted that exchanges between the two sides have increased , mainly in the areas of group visits and academic research .",The increasing number of exchanges focused on group visits and academic research .,"it should be note that exchange between the two side have increase , mainly in the area of group visit and academic research .",the increase number of exchange focus on group visit and academic research .,0.6153846153846154,11,20-9 5-4 22-11 19-8 23-12 11-1 18-7 21-10,,,,,,,
VOM19981219_0700_1548-8-20,VOM19981219_0700_1548,8,HITInput,"According to United Nations Economic Commission , Brazil 's severe economic situation will be mirrored in some countries located in the cone shape region south of Brazil .",The hard economic situation in Brazil reflected in some countries of the south part of South America .,"accord to united nation economic commission , brazil 's severe economic situation will be mirror in some country locate in the cone shape region south of brazil .",the hard economic situation in brazil reflect in some country of the south part of south america .,0.6551724137931034,10,9-1 27-17 24-12 15-7 14-6 20-11 23-13 7-5 11-3 10-2 16-8 17-9,,,,,,,
